artist_name,genre,track_name,coherence_prime,diversity,novelty,LQS
todd terry,hip hop,survivor,0.0,0.0,0.019973953564961743,0.004993488391240436
frank ocean,pop,thinkin bout you,0.0,0.0,0.15250577529271445,0.03812644382317861
kodak black,pop,calling my spirit,0.0,0.0,0.0,0.0
queen,rock,seven seas of rhye,0.0,0.0,0.08064264059066772,0.02016066014766693
melody gardot,jazz,deep within the corners of my mind,0.0,0.0,0.02279712756474812,0.00569928189118703
"bonnie ""prince"" billy",country,nomadic revery (all around),0.0,0.0,0.0,0.0
newsboys,rock,your love never fails,0.0,0.0,0.01595213015874226,0.003988032539685565
hollywood undead,rock,kill everyone,0.0,0.0,0.07908258835474649,0.019770647088686623
alan jackson,country,i'd love you all over again,0.0,0.0,0.0,0.0
beyoncé,pop,ring the alarm,0.0,0.0,0.15160594383875528,0.03790148595968882
terry callier,jazz,900 miles,0.0,0.0,0.1413392424583435,0.035334810614585876
cartel,pop,the fortunate,0.0,0.0,0.276302436987559,0.06907560924688975
larkin poe,blues,fly like an eagle,0.0,0.0,0.3666774829228719,0.09166937073071797
ray campi,rock,i didn't mean to be mean,0.0,0.0,0.04357977708180745,0.010894944270451862
carly rae jepsen,pop,run away with me,0.0,0.0,0.032894055048624665,0.008223513762156166
waylon jennings,country,too close to call,0.0,0.0,0.0,0.0
the dear hunter,jazz,cascade,0.0,0.0,0.0,0.0
ella fitzgerald,blues,do nothing till you hear from me,0.0,0.0,0.03445271650950113,0.008613179127375283
jimmy cliff,reggae,waterfall,0.0,0.0,0.20233128468195596,0.05058282117048899
john mayall & the bluesbreakers,blues,out of reach,0.0,0.0,0.0,0.0
david lee roth,rock,damn good,0.0,0.0,0.07267528772354126,0.018168821930885315
king diamond,rock,abigail,0.0,0.0,0.0,0.0
matisyahu,reggae,what i'm fighting for,0.0,0.0,0.3101094961166382,0.07752737402915955
tesla,rock,edison's medicine,0.0,0.0,0.1309074362119039,0.032726859052975975
aretha franklin,blues,laughing on the outside,0.0,0.0,0.01676414410273233,0.004191036025683083
ice-t,hip hop,high rollers,0.0,0.0,0.0,0.0
winger,rock,hangin on,0.0,0.0,0.25272085269292194,0.06318021317323048
linda ronstadt,country,you go to my head,0.0,0.0,0.19818935791651407,0.04954733947912852
acoustic alchemy,jazz,make my day,0.0,0.0,0.18010282516479492,0.04502570629119873
waylon jennings,country,just across the way,0.0,0.0,0.02070778608322143,0.005176946520805357
hank williams,country,someday you'll call my name,0.0,0.0,0.04977150758107503,0.012442876895268757
cab calloway,blues,boog it,0.0,0.0,1.0,0.25
tony bennett,jazz,call me irresponsible,0.0,0.0,0.6849955419699352,0.1712488854924838
the platters,pop,if i didn't care,0.0,0.0,0.0517778992652893,0.012944474816322325
johnny paycheck,country,me and the i.r.s.,0.0,0.0,0.10634406407674153,0.026586016019185383
seals and crofts,pop,it'll be all right,0.0,0.0,0.0,0.0
doris day,jazz,the surrey with the fringe on top,0.0,0.0,0.1550368865331014,0.03875922163327535
galactic,blues,quiet please,0.0,0.0,0.0,0.0
red hot chili peppers,rock,the power of equality,0.0,0.0,0.024501224358876538,0.0061253060897191345
peter green,blues,just for you,0.0,0.0,0.006973981857299796,0.001743495464324949
jack jones,jazz,she loves me,0.0,0.0,0.017769972483317048,0.004442493120829262
johnny lee,country,you could've heard a heart break,0.0,0.0,0.0,0.0
andy grammer,rock,wish you pain,0.0,0.0,0.0,0.0
chris cornell,rock,nearly forgot my broken heart,0.0,0.0,0.0,0.0
avril lavigne,pop,losing grip,0.0,0.0,0.06399029493331909,0.015997573733329773
phish,blues,sparkle,0.0,0.0,0.09041750431060791,0.022604376077651978
tool,rock,sober,0.0,0.0,0.02117210626602172,0.00529302656650543
meshuggah,jazz,combustion,0.0,0.0,0.27573708693186444,0.06893427173296611
gregg allman,blues,little by little,0.0,0.0,0.00813110669453938,0.002032776673634845
t. rex,blues,life is strange,0.0,0.0,0.6686377425988516,0.1671594356497129
grouplove,pop,ways to go,0.0,0.0,0.1416493852933248,0.0354123463233312
fall out boy,pop,i slept with someone in fall out boy and all i got was this stupid song written about me,0.0,0.0,0.5063624580701193,0.12659061451752981
manowar,rock,hail and kill,0.0,0.0,0.15898450215657553,0.03974612553914388
between the buried and me,jazz,"disease, injury, madness",0.0,0.0,0.033587157726287835,0.008396789431571959
john conlee,country,before my time,0.0,0.0,0.0073275367418924875,0.0018318841854731219
a day to remember,pop,you had me at hello,0.0,0.0,0.46982570489247644,0.11745642622311911
etta james,blues,my dearest darling,0.0,0.0,0.28185878197352093,0.07046469549338023
confederate railroad,country,"black label, white lies",0.0,0.0,0.004512409369150788,0.001128102342287697
social distortion,pop,i want what i want,0.0,0.0,0.10879788796106973,0.027199471990267433
stick figure,reggae,feelin' in the mood,0.0,0.0,0.19656731685002646,0.049141829212506614
alexi murdoch,pop,all my days,0.0,0.0,0.013674636681874585,0.0034186591704686463
kenny chesney,country,outta here,0.0,0.0,0.007010738054911286,0.0017526845137278216
nipsey hussle,pop,checc me out (feat. cobby supreme & dom kennedy),0.0,0.0,0.3278976082801819,0.08197440207004547
don gibson,country,midnight,0.0,0.0,0.23005261023839316,0.05751315255959829
all them witches,blues,elk.blood.heart,0.0,0.0,0.19690567255020142,0.049226418137550354
jason aldean,country,wide open,0.0,0.0,0.1079500118891398,0.02698750297228495
touré kunda,reggae,baara,0.0,0.0,0.0,0.0
lester flatt,country,i'll never shed another tear,0.0,0.0,0.0,0.0
jeff beck,blues,situation,0.0,0.0,0.0,0.0
john lee hooker,blues,cry before i go,0.0,0.0,0.051686008771260575,0.012921502192815144
ken boothe,reggae,can't you see,0.0,0.0,0.0,0.0
maxwell,pop,lifetime,0.0,0.0,0.23895585536956787,0.05973896384239197
bad company,blues,fame and fortune,0.0,0.0,0.22881551583607992,0.05720387895901998
wailing souls,reggae,thou shall not steal,0.0,0.0,0.0,0.0
def leppard,rock,run riot,0.0,0.0,0.012904842694600415,0.0032262106736501038
black joe lewis & the honeybears,blues,"bitch, i love you",0.0,0.0,0.0,0.0
confederate railroad,country,time off for bad behavior,0.0,0.0,0.0,0.0
dave brubeck,jazz,one song,0.0,0.0,0.11693739891052246,0.029234349727630615
the byrds,pop,my back pages,0.0,0.0,0.13731513420740762,0.034328783551851906
system of a down,rock,toxicity,0.0,0.0,0.532459060351054,0.1331147650877635
ricky martin,pop,el ultimo adiós,0.0,0.0,0.23149842023849487,0.05787460505962372
merle haggard,country,is this the beginning of the end?,0.0,0.0,0.0,0.0
jethro tull,blues,slow marching band,0.0,0.0,0.0,0.0
nina simone,blues,real real,0.0,0.0,0.5884091456731161,0.14710228641827902
mötley crüe,rock,tonight,0.0,0.0,0.12918853759765625,0.03229713439941406
mike love,reggae,forgive me,0.0,0.0,0.019994020462036126,0.0049985051155090315
hank williams,country,dear john,0.0,0.0,0.2970322370529175,0.07425805926322937
wade bowen,country,turn on the lights,0.0,0.0,0.0,0.0
crowded house,pop,world where you live,0.0,0.0,0.13684882720311484,0.03421220680077871
mgmt,pop,the youth,0.0,0.0,0.5409596761067709,0.13523991902669272
the monkees,pop,take a giant step,0.0,0.0,0.0,0.0
the fall,blues,bill is dead,0.0,0.0,0.32121185461680096,0.08030296365420024
michael franks,jazz,when sly calls (don't touch that phone),0.0,0.0,0.07182582219441731,0.01795645554860433
montgomery gentry,country,if a broken heart could kill,0.0,0.0,0.09283924102783203,0.023209810256958008
john prine,country,saigon,0.0,0.0,0.596419115861257,0.14910477896531424
quincy jones,jazz,blues in the night,0.0,0.0,0.040217876434326165,0.010054469108581541
the beach boys,pop,hawaii,0.0,0.0,0.1656041940053304,0.0414010485013326
dorothy,blues,philadelphia,0.0,0.0,0.0,0.0
shakira,pop,waka waka (this time for africa) [the official 2010 fifa world cup (tm) song],0.0,0.0,0.2049029270807902,0.05122573177019755
iration,reggae,fly with me,0.0,0.0,0.020294527212778718,0.0050736318031946795
doug sahm,country,papa ain't salty,0.0,0.0,0.0017495354016621816,0.0004373838504155454
the felice brothers,country,frankie's gun!,0.0,0.0,0.24126315116882324,0.06031578779220581
bee gees,rock,lonely days,0.0,0.0,0.922509123881658,0.2306272809704145
tammy wynette,country,crying steel guitar,0.0,0.0,0.04069828987121581,0.010174572467803953
thriller u,reggae,i can see clearly,0.0,0.0,0.07467710971832275,0.01866927742958069
pete josef,jazz,colour,0.0,0.0,0.24013304710388184,0.06003326177597046
ramones,rock,the kkk took my baby away,0.0,0.0,0.24373247226079306,0.060933118065198265
jerry garcia,blues,"hot corn, cold corn",0.0,0.0,0.9295718769232433,0.23239296923081082
the gladiators,reggae,bumping and boring,0.0,0.0,0.0,0.0
tim mcgraw,country,she never lets it go to her heart,0.0,0.0,0.038644909858703606,0.009661227464675902
murphy lee,pop,wat da hook gon be,0.0,0.0,0.0,0.0
passafire,reggae,growing up,0.0,0.0,0.047011911869049065,0.011752977967262266
bob dylan,pop,heart of mine,0.0,0.0,0.0,0.0
audiodub,reggae,the city,0.0,0.0,0.08316600322723389,0.02079150080680847
jerry vale,jazz,innamorata (sweetheart),0.0,0.0,0.9684632122516633,0.24211580306291583
pat green,country,nightmare,0.0,0.0,0.2418179710706075,0.06045449276765188
snowy white,blues,midnight blues,0.0,0.0,0.28805796305338544,0.07201449076334636
nicki minaj,pop,high school,0.0,0.0,0.0,0.0
yusef lateef,jazz,the plum blossom,0.0,0.0,0.0,0.0
logic,pop,1-800-273-8255,0.0,0.0,0.0,0.0
jim reeves,country,where do i go from here,0.0,0.0,0.10631664594014485,0.026579161485036213
foreigner,rock,headkknocker,0.0,0.0,0.4006762703259786,0.10016906758149464
dean martin,jazz,is it true what they say about dixie?,0.0,0.0,0.23258501291275024,0.05814625322818756
robert glasper experiment,jazz,cherish the day,0.0,0.0,0.3203952709833781,0.08009881774584453
têtes raides,reggae,the mad fiddler,0.0,0.0,0.0,0.0
swimming tapes,rock,cameos,0.0,0.0,0.1492455999056498,0.03731139997641245
randy travis,country,open the eyes of my heart,0.0,0.0,0.25427911678949994,0.06356977919737498
dave mason,country,"crying, waiting, hoping",0.0,0.0,0.012038687864939362,0.0030096719662348406
shovels & rope,blues,c'mon utah!,0.0,0.0,0.0,0.0
florida georgia line,country,black tears,0.0,0.0,0.0,0.0
of montreal,pop,lysergic bliss,0.0,0.0,0.1385690172513326,0.03464225431283315
the avett brothers,country,nothing short of thankful,0.0,0.0,0.07489158709843953,0.018722896774609882
scuzz twittly,country,party like charlie sheen,0.0,0.0,0.10312700271606445,0.025781750679016113
hours eastly,reggae,shoot me dead,0.0,0.0,0.4020081361134847,0.10050203402837117
miranda lambert,country,there's a wall,0.0,0.0,0.0,0.0
the roots,hip hop,75 bars (black's reconstruction),0.0,0.0,0.06503784656524658,0.016259461641311646
the notorious b.i.g.,pop,mo money mo problems,0.0,0.0,0.0,0.0
flamin' groovies,pop,i can't hide,0.0,0.0,0.0,0.0
otis rush,blues,groaning the blues,0.0,0.0,0.08426680167516072,0.02106670041879018
vance joy,rock,straight into your arms,0.0,0.0,0.7040955523649852,0.1760238880912463
captain beyond,blues,frozen over,0.0,0.0,0.20526025692621866,0.051315064231554665
kate bush,pop,why should i love you?,0.0,0.0,0.1767043670018514,0.04417609175046285
the dead weather,blues,no horse,0.0,0.0,0.26218467950820923,0.06554616987705231
the stills-young band,rock,long may you run,0.0,0.0,0.02429836988449096,0.00607459247112274
the cars,pop,bye bye love,0.0,0.0,0.4272036155064901,0.10680090387662253
the boomtown rats,pop,someone's looking at you,0.0,0.0,0.0,0.0
